Session,Date,Speaker,Age,Record #,Group #,Tier,Range,Result,Orthography,IPA Target,IPA Actual,Exact Match,IPA Target CV,IPA Actual CV,CV Match,IPA Target Syllable Count,IPA Actual Syllable Count,Syllable Count Match
Nathan.10012a,07/11/2002,Nathan,01;00.12,2,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,4,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,6,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,15,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ẽẽ,yyy,*,ee,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,20,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; aʀø,yyy,*,aʀø,FALSE,*,VCV,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,23,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,24,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,24,2,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,28,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,46,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,53,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,67,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,77,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,83,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; mɛ,yyy,*,mɛ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,88,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,106,1,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..1); (0..3),mhm: ↔ m; mːø,mhm:,m,mø,FALSE,C,CːV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,106,2,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..3); (0..1),xxx: ↔ iks; *,xxx:,iks,*,FALSE,VCC,*,FALSE,3,1,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,115,1,Orthography ↔ IPA Target; IPA Actual,(7..10) ↔ (0..1); (0..16),yyy ↔ *; aaiːiieːəːaːeːaa,yyy,*,aaiiieəaeaa,FALSE,*,VVVːVVVːVːVːVːVV,FALSE,1,11,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,124,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,133,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),eh ↔ e; e,eh,e,e,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,137,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,146,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,150,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,156,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,156,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,156,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,179,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..5),yyy ↔ *; ẽẽa,yyy,*,eea,FALSE,*,VVV,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,182,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,185,1,Orthography ↔ IPA Target; IPA Actual,(7..8) ↔ (0..1); (0..1),a ↔ a; a,a,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,187,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,189,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,190,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,191,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,193,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),yyy ↔ *; a,yyy,*,a,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,194,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; ym,mhm,m,ym,FALSE,C,VC,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,198,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,200,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; aja,yyy,*,aja,FALSE,*,VGV,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,203,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; e,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,218,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,221,1,Orthography ↔ IPA Target; IPA Actual,(7..10) ↔ (0..1); (0..3),yyy ↔ *; ẽː,yyy,*,e,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,259,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; au,yyy,*,au,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,275,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,276,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,277,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; ẽẽm,yyy,*,eem,FALSE,*,VVC,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,278,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,278,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,278,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,281,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ijaː,yyy,*,ija,FALSE,*,VGVː,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,281,2,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..5); (0..7),maman ↔ mamɑ̃; mamamẽ,maman,mamɑ,mamame,FALSE,CVCV,CVCVCV,FALSE,4,6,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,284,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; mː,yyy,*,m,FALSE,*,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,285,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; mə,yyy,*,mə,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,286,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,293,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,296,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,299,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),www ↔ *; *,www,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,299,2,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,329,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,331,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,338,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),eh ↔ e; e,eh,e,e,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,342,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,342,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ma,yyy,*,ma,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,345,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),eh ↔ e; eː,eh,e,e,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,346,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,351,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,353,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,355,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,2,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,4,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,6,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,15,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ẽẽ,yyy,*,ee,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,20,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; aʀø,yyy,*,aʀø,FALSE,*,VCV,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,23,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,24,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,24,2,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,28,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,46,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,53,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,67,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,77,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,83,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; mɛ,yyy,*,mɛ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,88,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,106,1,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..1); (0..3),mhm: ↔ m; mːø,mhm:,m,mø,FALSE,C,CːV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,106,2,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..3); (0..1),xxx: ↔ iks; *,xxx:,iks,*,FALSE,VCC,*,FALSE,3,1,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,115,1,Orthography ↔ IPA Target; IPA Actual,(7..10) ↔ (0..1); (0..16),yyy ↔ *; aaiːiieːəːaːeːaa,yyy,*,aaiiieəaeaa,FALSE,*,VVVːVVVːVːVːVːVV,FALSE,1,11,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,124,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,133,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),eh ↔ e; e,eh,e,e,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,137,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,146,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,150,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,156,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,156,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,156,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,179,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..5),yyy ↔ *; ẽẽa,yyy,*,eea,FALSE,*,VVV,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,182,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,185,1,Orthography ↔ IPA Target; IPA Actual,(7..8) ↔ (0..1); (0..1),a ↔ a; a,a,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,187,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,189,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,190,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,191,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,193,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),yyy ↔ *; a,yyy,*,a,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,194,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; ym,mhm,m,ym,FALSE,C,VC,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,198,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,200,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; aja,yyy,*,aja,FALSE,*,VGV,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,203,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; e,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,218,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,221,1,Orthography ↔ IPA Target; IPA Actual,(7..10) ↔ (0..1); (0..3),yyy ↔ *; ẽː,yyy,*,e,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,259,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; au,yyy,*,au,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,275,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,276,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,277,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; ẽẽm,yyy,*,eem,FALSE,*,VVC,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,278,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,278,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,278,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,281,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ijaː,yyy,*,ija,FALSE,*,VGVː,FALSE,1,3,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,281,2,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..5); (0..7),maman ↔ mamɑ̃; mamamẽ,maman,mamɑ,mamame,FALSE,CVCV,CVCVCV,FALSE,4,6,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,284,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; mː,yyy,*,m,FALSE,*,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,285,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; mə,yyy,*,mə,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,286,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,293,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
