Session,Date,Speaker,Age,Record #,Group #,Tier,Range,Result,Orthography,IPA Target,IPA Actual,Exact Match,IPA Target CV,IPA Actual CV,CV Match,IPA Target Syllable Count,IPA Actual Syllable Count,Syllable Count Match
Nathan.20210a,05/01/2004,Nathan,02;02.10,15,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; dø,yyy,*,dø,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,15,5,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; løɥa,yyy,*,løɥa,FALSE,*,CVGV,FALSE,1,4,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,17,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),mh ↔ m; mː,mh,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,20,1,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..5); (0..5),maman ↔ mamɑ̃; mamã,maman,mamɑ,mama,FALSE,CVCV,CVCV,TRUE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,21,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..2); (0..3),là ↔ la; jaː,là,la,ja,FALSE,CV,GVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,23,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; e,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,23,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..2); (0..3),là ↔ la; laː,là,la,la,TRUE,CV,CVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,25,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; e,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,25,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..2); (0..3),là ↔ la; laː,là,la,la,TRUE,CV,CVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,27,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,31,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,35,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),oh ↔ o; ɔ,oh,o,ɔ,FALSE,V,V,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,40,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),mh ↔ m; mː,mh,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,47,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..3); (0..5),non ↔ nɔ̃; nːãː,non,nɔ,na,FALSE,CV,CːVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,52,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..3); (0..3),non ↔ nɔ̃; nã,non,nɔ,na,FALSE,CV,CV,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,55,1,Orthography ↔ IPA Target; IPA Actual,(2..9) ↔ (0..2); (0..3),là-haut ↔ la; øuː,là-haut,la,øu,FALSE,CV,VVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,55,1,Orthography ↔ IPA Target; IPA Actual,(-1..-1) ↔ (3..4); (-1..-1),∅ ↔ o; ∅,,o,,FALSE,V,,FALSE,1,0,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,59,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..2); (0..3),en_haut ↔ ɑ̃; ão,en_haut,ɑ,ao,FALSE,V,VV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,59,1,Orthography ↔ IPA Target; IPA Actual,(-1..-1) ↔ (3..4); (-1..-1),∅ ↔ o; ∅,,o,,FALSE,V,,FALSE,1,0,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,61,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,64,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; e,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,64,2,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..2); (0..1),en_haut ↔ ɑ̃; o,en_haut,ɑ,o,FALSE,V,V,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,64,2,Orthography ↔ IPA Target; IPA Actual,(-1..-1) ↔ (3..4); (-1..-1),∅ ↔ o; ∅,,o,,FALSE,V,,FALSE,1,0,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,67,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,71,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..3); (0..4),non ↔ nɔ̃; nãː,non,nɔ,na,FALSE,CV,CVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,75,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),oh ↔ o; o,oh,o,o,TRUE,V,V,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,76,1,Orthography ↔ IPA Target; IPA Actual,(2..7) ↔ (0..1); (0..4),tchou ↔ *; ikyː,tchou,*,iky,FALSE,*,VCVː,FALSE,1,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,76,1,Orthography ↔ IPA Target; IPA Actual,(8..13) ↔ (2..3); (-1..-1),tchou ↔ *; ∅,tchou,*,,FALSE,*,,FALSE,1,0,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,77,1,Orthography ↔ IPA Target; IPA Actual,(2..7) ↔ (0..1); (0..3),tchou ↔ *; øty,tchou,*,øty,FALSE,*,VCV,FALSE,1,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,80,1,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..1); (0..2),tchou ↔ *; ti,tchou,*,ti,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,80,2,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..1); (0..3),tchou ↔ *; tyː,tchou,*,ty,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,85,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,93,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,96,1,Orthography ↔ IPA Target; IPA Actual,(2..11) ↔ (0..8); (0..7),attention ↔ atɑ̃sjɔ̃; tãzjõ,attention,atɑsjɔ,tazjo,FALSE,VCVCGV,CVCGV,FALSE,6,5,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,96,2,Orthography ↔ IPA Target; IPA Actual,(2..11) ↔ (0..8); (0..7),attention ↔ atɑ̃sjɔ̃; tõdzõ,attention,atɑsjɔ,todzo,FALSE,VCVCGV,CVCCV,FALSE,6,5,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,96,3,Orthography ↔ IPA Target; IPA Actual,(0..9) ↔ (0..8); (0..4),attention ↔ atɑ̃sjɔ̃; dzõ,attention,atɑsjɔ,dzo,FALSE,VCVCGV,CCV,FALSE,6,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,104,1,Orthography ↔ IPA Target; IPA Actual,(5..11) ↔ (0..5); (0..3),encore ↔ ɑ̃kɔʁ; kɔʀ,encore,ɑkɔʁ,kɔʀ,FALSE,VCVC,CVC,FALSE,4,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,105,1,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..5); (0..4),encore ↔ ɑ̃kɔʁ; økɔː,encore,ɑkɔʁ,økɔ,FALSE,VCVC,VCVː,FALSE,4,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,107,1,Orthography ↔ IPA Target; IPA Actual,(5..11) ↔ (0..5); (0..4),encore ↔ ɑ̃kɔʁ; kɔːʀ,encore,ɑkɔʁ,kɔʀ,FALSE,VCVC,CVːC,FALSE,4,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,112,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; te,yyy,*,te,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,112,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; tom,yyy,*,tom,FALSE,*,CVC,FALSE,1,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,112,3,Orthography ↔ IPA Target; IPA Actual,(2..7) ↔ (0..5); (0..5),maman ↔ mamɑ̃; mʌmʌː,maman,mamɑ,mʌmʌ,FALSE,CVCV,CVCVː,FALSE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,113,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..2),regarde ↔ ʁəɡaʁd; ɡa,regarde,ʁəɡaʁd,ɡa,FALSE,CVCVCC,CV,FALSE,6,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,117,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; pepe,yyy,*,pepe,FALSE,*,CVCV,FALSE,1,4,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,117,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..6),yyy ↔ *; puːwaː,yyy,*,puwa,FALSE,*,CVːGVː,FALSE,1,4,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,122,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,123,1,Orthography ↔ IPA Target; IPA Actual,(2..7) ↔ (0..4); (0..5),Nanou ↔ nanu; jajoː,Nanou,nanu,jajo,FALSE,CVCV,GVGVː,FALSE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,124,1,Orthography ↔ IPA Target; IPA Actual,(2..7) ↔ (0..4); (0..5),Nanou ↔ nanu; jejoː,Nanou,nanu,jejo,FALSE,CVCV,GVGVː,FALSE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,125,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),éh ↔ e; eː,éh,e,e,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,126,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ɡuʒa,yyy,*,ɡuʒa,FALSE,*,CVCV,FALSE,1,4,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,127,1,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..5); (0..5),maman ↔ mamɑ̃; mamã,maman,mamɑ,mama,FALSE,CVCV,CVCV,TRUE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,129,1,Orthography ↔ IPA Target; IPA Actual,(2..8) ↔ (0..5); (0..2),encore ↔ ɑ̃kɔʁ; kɔ,encore,ɑkɔʁ,kɔ,FALSE,VCVC,CV,FALSE,4,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,130,1,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..5); (0..5),maman ↔ mamɑ̃; mamã,maman,mamɑ,mama,FALSE,CVCV,CVCV,TRUE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,133,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ta,yyy,*,ta,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,134,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; øː,yyy,*,ø,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,135,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,136,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,137,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..2); (0..2),hop ↔ ɔp; ap,hop,ɔp,ap,FALSE,VC,VC,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,138,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..2); (0..2),hop ↔ ɔp; ɔp,hop,ɔp,ɔp,TRUE,VC,VC,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,139,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ɡã,yyy,*,ɡa,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,140,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..2); (0..3),hop ↔ ɔp; ɔːp,hop,ɔp,ɔp,TRUE,VC,VːC,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,142,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,142,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,167,1,Orthography ↔ IPA Target; IPA Actual,(5..12) ↔ (0..6); (0..3),regarde ↔ ʁəɡaʁd; ɡaː,regarde,ʁəɡaʁd,ɡa,FALSE,CVCVCC,CVː,FALSE,6,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,170,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; e,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,171,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; øː,yyy,*,ø,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,171,2,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..2); (0..3),là ↔ la; lat,là,la,lat,FALSE,CV,CVC,FALSE,2,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,174,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ɡẽ,yyy,*,ɡe,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,175,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..7),yyy ↔ *; ezɛtajy,yyy,*,ezɛtajy,FALSE,*,VCVCVGV,FALSE,1,7,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,179,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,181,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..4),regarde ↔ ʁəɡaʁd; øɡaː,regarde,ʁəɡaʁd,øɡa,FALSE,CVCVCC,VCVː,FALSE,6,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,186,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..3); (0..3),non ↔ nɔ̃; ɲã,non,nɔ,ɲa,FALSE,CV,CV,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,189,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,203,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..3); (0..3),non ↔ nɔ̃; nã,non,nɔ,na,FALSE,CV,CV,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,209,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,210,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; ẽzøː,yyy,*,ezø,FALSE,*,VCVː,FALSE,1,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,212,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,216,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..3); (0..3),non ↔ nɔ̃; nã,non,nɔ,na,FALSE,CV,CV,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,217,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ma,yyy,*,ma,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,220,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..2); (0..2),là ↔ la; la,là,la,la,TRUE,CV,CV,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,225,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..4),regarde ↔ ʁəɡaʁd; ɡaːd,regarde,ʁəɡaʁd,ɡad,FALSE,CVCVCC,CVːC,FALSE,6,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,230,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..4),yyy ↔ *; kaːk,yyy,*,kak,FALSE,*,CVːC,FALSE,1,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,233,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,235,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..5),regarde ↔ ʁəɡaʁd; ʌɡaːd,regarde,ʁəɡaʁd,ʌɡad,FALSE,CVCVCC,VCVːC,FALSE,6,4,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,236,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..4),regarde ↔ ʁəɡaʁd; ɡaːd,regarde,ʁəɡaʁd,ɡad,FALSE,CVCVCC,CVːC,FALSE,6,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,237,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..6),regarde ↔ ʁəɡaʁd; øɡaːʀd,regarde,ʁəɡaʁd,øɡaʀd,FALSE,CVCVCC,VCVːCC,FALSE,6,5,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,240,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..3),regarde ↔ ʁəɡaʁd; ɡaː,regarde,ʁəɡaʁd,ɡa,FALSE,CVCVCC,CVː,FALSE,6,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,242,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),est ↔ ɛ; ʀe,est,ɛ,ʀe,FALSE,V,CV,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,242,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..2); (0..3),là ↔ la; laː,là,la,la,TRUE,CV,CVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,244,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,244,2,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),www ↔ *; *,www,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,245,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,246,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; mẽː,yyy,*,me,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,246,2,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..5); (0..5),maman ↔ mamɑ̃; mamã,maman,mamɑ,mama,FALSE,CVCV,CVCV,TRUE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,247,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; bɛː,yyy,*,bɛ,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,248,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; pɛː,yyy,*,pɛ,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,249,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; piːs,yyy,*,pis,FALSE,*,CVːC,FALSE,1,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,250,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,251,1,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..5); (0..4),encore ↔ ɑ̃kɔʁ; økɔʀ,encore,ɑkɔʁ,økɔʀ,FALSE,VCVC,VCVC,FALSE,4,4,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,253,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,255,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,257,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,258,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,259,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; jẽuː,yyy,*,jeu,FALSE,*,GVVː,FALSE,1,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,260,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..3); (0..2),moi ↔ mwa; ma,moi,mwa,ma,FALSE,CGV,CV,FALSE,3,2,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,262,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,266,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..2); (0..2),là ↔ la; la,là,la,la,TRUE,CV,CV,TRUE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,268,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..1),mh ↔ m; m,mh,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,275,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..3); (0..5),non ↔ nɔ̃; mnãː,non,nɔ,mna,FALSE,CV,CCVː,FALSE,2,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,276,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..2); (0..3),là ↔ la; laː,là,la,la,TRUE,CV,CVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,277,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..2); (0..3),là ↔ la; laʌ,là,la,laʌ,FALSE,CV,CVV,FALSE,2,3,FALSE
Nathan.20210a,05/01/2004,Nathan,02;02.10,281,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..3); (0..4),non ↔ nɔ̃; ɲẽː,non,nɔ,ɲe,FALSE,CV,CVː,FALSE,2,2,TRUE
Nathan.20210a,05/01/2004,Nathan,02;02.10,282,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..6); (0..3),regarde ↔ ʁəɡaʁd; ɡaː,regarde,ʁəɡaʁd,ɡa,FALSE,CVCVCC,CVː,FALSE,6,2,FALSE
